mnthborn,yearborn,age,electric,radio,tv,bicycle,educ,ceb,agefbrth,children,knowmeth,usemeth,monthfm,yearfm,agefm,idlnchld,heduc,agesq,urban,urb_educ,spirit,protest,catholic,frsthalf,educ0,evermarr
6,42,46,0,0,0,0,0,3,35,3,1,1,12,76,34,6,0,2116,0,0,0,1,0,1,1,1
6,49,39,0,0,0,0,0,6,18,6,1,0,3,66,16,6,0,1521,0,0,1,0,0,1,1,1
6,58,30,0,1,0,0,5,5,16,5,1,0,7,72,14,8,7,900,0,0,1,0,0,1,0,1
6,48,40,0,1,0,0,3,10,19,8,1,1,10,66,18,10,7,1600,0,0,0,0,1,1,0,1
4,64,24,0,0,0,0,6,3,17,3,1,1,3,78,13,4,0,576,0,0,1,0,0,1,0,1
3,63,25,0,0,0,0,7,2,19,2,1,1,,,,5,,625,0,0,1,0,0,1,0,0
3,60,28,0,0,0,0,5,5,18,4,1,1,6,80,20,4,0,784,0,0,0,1,0,1,0,1
3,70,18,0,0,0,0,7,0,,0,1,0,,,,3,,324,0,0,0,1,0,1,0,0
1,54,34,0,0,0,0,3,7,17,7,1,1,1,71,17,4,0,1156,0,0,1,0,0,1,0,1
7,71,17,0,0,0,0,7,0,,0,0,0,,,,4,,289,0,0,1,0,0,0,0,0
9,73,15,0,1,0,1,3,0,,0,0,0,,,,,,225,0,0,1,0,0,0,0,0
9,60,28,0,1,0,1,7,2,19,2,1,1,1,79,18,6,0,784,0,0,1,0,0,0,0,1
12,43,44,0,0,0,0,1,6,24,5,1,1,1,69,25,4,0,1936,0,0,1,0,0,0,0,1
6,62,26,0,1,0,1,4,3,18,3,1,0,8,85,23,4,,676,0,0,1,0,0,1,0,1
1,66,22,0,1,0,1,7,0,,0,1,0,,,,5,,484,0,0,1,0,0,1,0,0
8,69,19,0,1,0,0,7,1,17,1,1,0,,,,3,,361,0,0,1,0,0,0,0,0
2,49,39,0,0,0,1,4,8,19,8,1,1,7,77,28,4,0,1521,0,0,1,0,0,1,0,1
6,71,17,0,0,0,1,9,0,,0,1,1,,,,5,,289,0,0,1,0,0,1,0,0
8,73,15,0,0,0,1,6,0,,0,1,0,,,,2,,225,0,0,0,1,0,0,0,0
8,51,37,0,1,0,0,0,3,19,2,1,0,,,,4,,1369,0,0,0,1,0,0,1,0
9,69,19,0,0,0,0,8,2,16,2,1,1,,,,2,,361,0,0,0,1,0,0,0,0
11,48,39,0,1,0,0,4,5,18,5,1,0,7,67,18,3,0,1521,0,0,1,0,0,0,0,1
6,67,21,0,1,0,0,5,0,,0,1,0,,,,2,,441,0,0,1,0,0,1,0,0
8,71,17,0,1,0,0,6,0,,0,1,0,,,,5,,289,0,0,1,0,0,0,0,0
4,41,47,0,0,0,0,3,3,29,3,1,0,4,80,39,5,0,2209,0,0,1,0,0,1,0,1
9,52,36,0,0,0,0,0,7,16,7,1,1,1,70,17,7,7,1296,0,0,1,0,0,0,1,1
3,68,20,0,1,0,1,0,2,15,2,1,0,1,80,11,10,0,400,0,0,1,0,0,1,1,1
1,67,21,0,0,0,1,7,1,21,1,1,1,10,86,19,6,0,441,0,0,1,0,0,1,0,1
2,66,22,0,0,0,1,3,1,20,1,1,1,,,,4,,484,0,0,0,0,0,1,0,0
2,52,36,0,1,0,1,7,1,27,1,1,1,,,,6,,1296,0,0,0,1,0,1,0,0
3,53,35,0,1,1,1,7,3,23,3,1,1,10,73,20,5,0,1225,0,0,0,1,0,1,0,1
8,58,30,0,0,0,1,0,4,16,4,1,1,10,78,20,4,0,900,0,0,0,1,0,0,1,1
5,63,25,0,0,0,1,2,4,16,4,1,0,2,82,18,2,0,625,0,0,1,0,0,1,0,1
5,53,35,0,0,0,0,1,5,21,5,1,1,10,83,30,7,0,1225,0,0,0,0,0,1,0,1
8,63,25,0,0,0,0,7,3,17,3,1,1,9,81,18,4,3,625,0,0,0,1,0,0,0,1
4,63,25,0,1,0,1,10,2,19,2,1,1,,,,4,,625,0,0,0,0,1,1,0,0
5,69,19,0,1,0,1,10,0,,0,1,0,,,,5,,361,0,0,0,0,1,1,0,0
7,58,30,1,1,1,0,7,4,19,4,1,0,1,76,17,6,0,900,0,0,0,0,1,0,0,1
2,58,30,0,1,0,0,0,6,16,6,0,0,7,75,17,2,0,900,0,0,1,0,0,1,1,1
2,39,49,0,1,0,1,0,8,22,8,,,3,60,21,4,0,2401,0,0,0,1,0,1,1,1
1,66,22,0,1,1,0,10,1,17,1,1,1,,,,4,,484,0,0,0,1,0,1,0,0
8,57,31,0,1,0,0,10,2,23,2,1,1,,,,4,,961,0,0,0,0,1,0,0,0
2,40,48,0,1,0,0,0,10,18,10,0,0,4,56,16,4,0,2304,0,0,0,1,0,1,1,1
9,69,19,0,1,0,0,10,0,,0,1,1,,,,2,,361,0,0,0,1,0,0,0,0
4,51,37,0,1,0,0,0,6,25,6,0,0,,,,1,,1369,0,0,0,0,1,1,1,0
3,42,46,0,1,0,0,0,1,33,1,0,0,2,70,27,6,0,2116,0,0,0,0,1,1,1,1
5,47,41,0,1,0,0,0,3,28,3,0,0,9,75,28,10,0,1681,0,0,0,0,1,1,1,1
6,59,29,0,1,0,0,0,5,18,5,1,1,9,76,17,5,0,841,0,0,0,0,1,1,1,1
6,41,47,0,1,0,1,4,9,19,9,1,1,12,60,19,9,4,2209,0,0,0,1,0,1,0,1
8,64,24,0,1,0,0,5,2,15,2,1,1,,,,7,,576,0,0,1,0,0,0,0,0
9,67,21,0,1,0,0,7,2,16,1,1,0,3,83,15,7,0,441,0,0,0,0,1,0,0,1
8,68,20,0,1,0,0,7,1,18,1,1,1,,,,6,,400,0,0,0,0,1,0,0,0
8,59,29,0,1,0,1,10,4,21,2,1,1,6,78,18,6,12,841,0,0,0,0,1,0,0,1
2,50,38,0,1,0,1,5,6,20,4,1,1,11,69,19,6,2,1444,0,0,0,0,1,1,0,1
1,58,30,0,1,0,0,10,1,29,1,1,1,,,,6,,900,0,0,0,0,1,1,0,0
3,67,21,0,1,0,1,10,1,19,1,1,1,,,,4,,441,0,0,1,0,0,1,0,0
10,71,16,0,1,0,1,10,0,,0,1,0,,,,5,,256,0,0,1,0,0,0,0,0
7,73,15,0,1,0,1,9,0,,0,1,0,,,,4,,225,0,0,1,0,0,0,0,0
9,54,34,0,1,0,0,10,0,,0,1,0,,,,4,,1156,0,0,1,0,0,0,0,0
2,61,27,0,1,0,1,7,2,22,2,1,1,,,,5,,729,0,0,0,0,1,1,0,0
1,55,33,0,1,0,0,7,4,22,4,1,,1,74,19,5,0,1089,0,0,0,0,1,1,0,1
9,59,29,0,0,0,0,7,2,17,2,1,,1,75,15,5,0,841,0,0,0,0,1,0,0,1
2,52,36,0,0,0,0,0,7,18,7,1,1,1,69,16,7,0,1296,0,0,0,0,1,1,1,1
1,39,49,0,0,0,1,0,9,18,9,1,,1,55,16,6,0,2401,0,0,0,0,1,1,1,1
9,70,18,0,0,0,1,10,0,,0,1,,,,,2,,324,0,0,0,0,1,0,0,0
4,54,34,0,1,0,1,1,3,17,3,1,1,7,77,23,4,7,1156,0,0,1,0,0,1,0,1
2,70,18,0,1,0,1,10,0,,0,1,1,,,,2,,324,0,0,0,0,1,1,0,0
1,54,34,0,0,0,0,0,5,18,5,1,,1,78,24,6,0,1156,0,0,1,0,0,1,1,1
3,72,16,0,0,0,0,1,0,,0,1,0,,,,5,,256,0,0,0,0,1,1,0,0
8,65,23,0,0,0,1,7,1,20,1,1,1,,,,4,,529,1,7,0,1,0,0,0,0
6,51,37,0,0,0,0,0,3,21,3,1,,6,70,19,5,0,1369,1,0,0,0,1,1,1,1
1,62,26,0,1,0,1,7,1,23,1,1,1,,,,4,,676,1,7,0,0,0,1,0,0
3,40,48,0,0,0,0,6,8,23,7,1,1,10,64,24,4,3,2304,1,6,0,0,0,1,0,1
8,72,16,0,0,0,0,8,0,,0,1,1,,,,4,,256,1,8,0,1,0,0,0,0
12,60,27,0,0,0,0,0,3,17,3,1,1,,,,4,,729,1,0,1,0,0,0,1,0
4,66,22,0,1,0,0,7,1,16,1,1,1,,,,4,,484,1,7,1,0,0,1,0,0
5,65,23,0,1,1,0,10,1,21,1,1,1,,,,2,,529,1,10,0,0,0,1,0,0
1,66,22,0,1,0,0,10,0,,0,1,1,,,,12,,484,1,10,0,1,0,1,0,0
5,68,20,0,0,0,0,7,1,18,1,1,0,,,,1,,400,1,7,0,1,0,1,0,0
9,66,21,0,0,0,0,10,1,20,1,1,1,,,,1,,441,1,10,0,0,1,0,0,0
6,58,30,0,1,0,1,9,1,22,1,1,1,,,,1,,900,1,9,0,1,0,1,0,0
2,66,22,0,1,0,1,7,0,,0,1,1,,,,2,,484,1,7,0,1,0,1,0,0
9,54,33,0,1,0,0,8,2,21,2,1,1,,,,6,,1089,1,8,0,1,0,0,0,0
6,64,24,0,1,0,0,0,1,16,1,1,0,6,88,24,20,12,576,1,0,1,0,0,1,1,1
3,46,42,0,0,0,0,0,5,22,5,1,0,4,69,23,5,0,1764,1,0,1,0,0,1,1,1
6,48,40,0,1,0,0,0,10,17,7,1,1,10,60,12,4,,1600,1,0,0,0,1,1,1,1
6,45,43,0,1,0,0,0,5,20,5,1,1,4,84,38,7,7,1849,1,0,0,1,0,1,1,1
7,68,20,0,1,0,0,9,1,18,1,1,1,,,,3,,400,1,9,0,1,0,0,0,0
11,62,25,0,1,0,0,7,1,20,1,1,1,,,,3,,625,1,7,0,0,0,0,0,0
6,54,34,0,1,0,0,4,3,20,3,1,1,6,74,20,5,0,1156,1,4,0,0,1,1,0,1
10,59,28,0,1,0,1,10,2,18,2,1,1,,,,4,,784,1,10,1,0,0,0,0,0
4,56,32,0,0,0,0,7,3,16,3,1,1,,,,4,,1024,1,7,0,0,0,1,0,0
2,60,28,0,0,0,0,1,2,19,2,1,1,,,,2,,784,1,1,1,0,0,1,0,0
8,63,25,0,0,0,0,9,2,17,1,1,1,,,,4,,625,1,9,0,0,0,0,0,0
9,67,20,0,1,0,0,10,1,18,1,1,1,,,,2,,400,1,10,0,0,0,0,0,0
9,65,22,0,0,0,0,7,0,,0,1,1,,,,4,,484,1,7,0,0,1,0,0,0
1,53,35,0,1,0,0,0,4,21,4,1,0,,,,4,,1225,1,0,0,1,0,1,1,0
6,58,30,0,1,0,1,5,2,19,2,1,1,,,,2,,900,1,5,0,0,1,1,0,0
6,62,26,0,1,0,1,6,2,21,2,1,1,7,84,22,2,,676,1,6,0,0,1,1,0,1
3,69,19,0,1,0,1,7,0,,0,1,0,7,87,18,2,7,361,1,7,0,1,0,1,0,1
9,67,20,0,1,0,1,7,1,18,1,1,1,7,84,16,1,7,400,1,7,0,0,0,0,0,1
1,51,37,0,1,0,1,0,4,19,4,1,1,,,,2,,1369,1,0,1,0,0,1,1,0
6,69,19,0,1,0,0,7,0,,0,1,0,8,87,18,6,7,361,1,7,0,1,0,1,0,1
11,66,21,0,1,0,1,10,1,19,1,1,1,,,,2,,441,1,10,0,1,0,0,0,0
10,55,32,0,1,0,0,7,4,20,4,1,1,,,,4,,1024,1,7,1,0,0,0,0,0
3,60,28,0,1,0,0,10,2,17,2,1,1,,,,4,,784,1,10,1,0,0,1,0,0
11,63,24,0,1,0,0,10,1,20,1,1,1,,,,1,,576,1,10,1,0,0,0,0,0
5,66,22,0,1,0,0,9,0,,0,1,1,,,,3,,484,1,9,1,0,0,1,0,0
6,71,17,0,1,0,0,10,0,,0,1,1,,,,2,,289,1,10,0,0,1,1,0,0
10,54,33,0,1,0,0,7,2,20,2,1,1,,,,2,,1089,1,7,0,1,0,0,0,0
4,62,26,0,1,0,0,7,1,20,1,1,1,,,,6,,676,1,7,1,0,0,1,0,0
5,69,19,0,1,0,0,10,1,18,1,1,0,,,,2,,361,1,10,0,0,0,1,0,0
10,71,16,0,1,0,0,8,0,,0,1,0,,,,2,,256,1,8,0,1,0,0,0,0
9,63,24,0,1,0,0,10,1,18,1,1,1,,,,4,,576,1,10,1,0,0,0,0,0
1,58,30,0,1,0,1,7,2,23,2,1,1,,,,2,,900,1,7,0,1,0,1,0,0
6,70,18,0,1,0,0,7,0,,0,1,0,,,,2,,324,1,7,1,0,0,1,0,0
2,68,20,0,1,0,1,10,0,,0,1,1,,,,4,,400,1,10,0,0,1,1,0,0
5,70,18,0,1,0,1,10,0,,0,1,0,,,,5,,324,1,10,0,0,1,1,0,0
6,62,26,0,1,0,0,10,2,18,2,1,1,5,79,16,5,10,676,1,10,1,0,0,1,0,1
9,56,31,0,1,0,1,10,2,22,2,1,1,,,,3,,961,1,10,0,0,0,0,0,0
6,62,26,0,1,0,1,7,2,15,2,1,0,,,,3,,676,1,7,0,0,0,1,0,0
7,54,34,0,1,1,1,10,3,21,3,1,1,5,78,23,2,4,1156,1,10,0,0,0,0,0,1
10,71,16,1,1,0,0,11,0,,0,1,0,,,,2,,256,1,11,0,1,0,0,0,0
8,47,41,1,1,0,0,10,8,22,7,1,1,8,75,28,,6,1681,1,10,0,1,0,0,0,1
1,39,49,0,1,0,0,4,1,17,1,1,0,7,66,27,5,6,2401,1,4,0,1,0,1,0,1
12,66,21,0,1,0,1,7,2,17,1,1,1,,,,4,,441,1,7,0,0,0,0,0,0
7,62,26,0,1,0,0,12,1,23,1,1,1,,,,2,,676,1,12,1,0,0,0,0,0
1,66,22,0,1,0,0,10,2,19,2,1,1,,,,2,,484,1,10,0,1,0,1,0,0
5,67,21,0,1,0,0,10,1,19,1,1,1,,,,4,,441,1,10,0,0,0,1,0,0
8,65,23,0,1,0,1,10,1,20,1,1,1,,,,4,,529,1,10,1,0,0,0,0,0
8,68,20,0,1,0,1,10,0,,0,1,1,,,,3,,400,1,10,1,0,0,0,0,0
6,70,18,0,1,0,1,10,0,,0,1,1,,,,3,,324,1,10,1,0,0,1,0,0
3,51,37,0,1,0,0,7,3,21,3,1,1,5,69,18,4,10,1369,1,7,0,0,1,1,0,1
1,72,16,0,1,1,1,9,0,,0,0,0,,,,0,,256,1,9,0,0,1,1,0,0
2,54,34,0,0,0,0,0,4,17,4,1,1,,,,4,,1156,1,0,0,0,0,1,1,0
7,69,19,0,0,0,0,5,0,,0,1,0,,,,2,,361,1,5,0,0,0,0,0,0
12,70,17,0,1,0,0,10,0,,0,1,0,,,,2,,289,1,10,0,0,1,0,0,0
10,70,17,0,1,0,0,7,0,,0,1,,,,,3,,289,1,7,1,0,0,0,0,0
7,51,37,0,1,0,0,0,4,20,3,1,1,11,72,21,,0,1369,1,0,0,0,0,0,1,1
2,69,19,0,1,0,0,11,0,,0,1,1,,,,5,,361,1,11,0,1,0,1,0,0
12,71,16,0,1,0,0,9,0,,0,1,0,,,,4,,256,1,9,0,1,0,0,0,0
9,49,38,0,1,0,0,7,2,19,2,1,1,,,,4,,1444,1,7,0,1,0,0,0,0
9,57,31,1,1,1,0,14,2,22,2,1,,5,78,20,2,13,961,0,0,0,0,0,0,0,1
2,64,24,1,1,1,0,17,0,,0,1,1,,,,4,,576,0,0,1,0,0,1,0,0
6,62,26,1,1,1,0,17,0,,0,1,0,,,,2,,676,0,0,0,0,1,1,0,0
4,65,23,1,1,1,0,17,0,,0,1,0,,,,1,,529,0,0,0,0,0,1,0,0
9,58,30,1,1,1,0,17,1,25,1,1,1,12,86,28,3,15,900,0,0,0,1,0,0,0,1
7,49,39,1,1,1,0,17,2,26,2,1,1,4,65,15,4,17,1521,0,0,0,1,0,0,0,1
4,62,26,1,1,1,0,17,1,24,0,1,1,,,,3,,676,0,0,1,0,0,1,0,0
11,65,22,1,1,0,1,15,0,,0,1,1,9,88,22,3,17,484,0,0,1,0,0,0,0,1
3,68,20,1,1,0,0,10,0,,0,1,1,,,,4,,400,0,0,0,1,0,1,0,0
12,65,22,1,0,1,0,10,0,,0,1,0,,,,2,,484,0,0,1,0,0,0,0,0
6,56,32,0,1,0,0,10,3,19,3,1,1,11,73,17,4,5,1024,0,0,0,1,0,1,0,1
3,56,32,0,0,0,0,0,1,18,1,1,1,11,79,23,6,0,1024,0,0,0,1,0,1,1,1
3,60,28,0,0,0,0,0,4,20,4,1,1,,,,4,,784,0,0,0,1,0,1,1,0
3,48,40,0,1,0,0,5,2,18,2,1,1,11,78,30,6,6,1600,0,0,0,1,0,1,0,1
1,44,44,0,0,0,0,2,1,20,1,1,0,,,,4,,1936,0,0,1,0,0,1,0,0
10,73,15,0,1,0,0,8,0,,0,1,0,,,,4,,225,0,0,0,1,0,0,0,0
5,71,17,0,0,0,0,8,1,15,1,1,1,,,,4,,289,0,0,0,0,1,1,0,0
10,71,17,0,0,0,0,6,0,,0,1,0,,,,2,,289,0,0,0,0,1,0,0,0
12,51,36,0,1,0,0,0,3,20,2,1,,,,,4,,1296,0,0,1,0,0,0,1,0
2,42,46,0,1,0,0,0,11,18,10,1,,1,60,17,10,0,2116,0,0,1,0,0,1,1,1
6,65,23,0,1,0,0,5,1,21,1,1,1,,,,8,,529,0,0,1,0,0,1,0,0
4,63,25,0,1,0,0,7,2,19,2,1,1,,,,6,,625,0,0,1,0,0,1,0,0
4,71,17,0,1,0,0,7,0,,0,1,0,,,,6,,289,0,0,1,0,0,1,0,0
6,64,24,0,1,0,0,4,3,18,3,1,1,,,,4,,576,0,0,1,0,0,1,0,0
6,70,18,0,1,0,0,7,0,,0,1,1,,,,4,,324,0,0,0,0,1,1,0,0
3,65,23,0,1,0,0,7,1,19,1,1,1,,,,5,,529,0,0,0,0,1,1,0,0
3,67,21,1,0,0,0,7,1,17,1,1,1,,,,4,,441,0,0,0,0,1,1,0,0
6,39,49,0,1,0,0,5,9,24,8,1,1,12,62,23,8,0,2401,0,0,0,0,1,1,0,1
10,68,20,0,1,0,0,7,1,19,1,1,1,,,,1,,400,0,0,0,1,0,0,0,0
3,58,30,0,0,0,0,4,4,16,3,1,1,,,,4,,900,0,0,0,1,0,1,0,0
3,44,44,0,1,0,0,2,10,19,10,1,1,1,62,17,6,0,1936,0,0,0,0,1,1,0,1
7,69,19,0,1,0,0,7,0,,0,1,1,,,,4,,361,0,0,0,0,1,0,0,0
11,67,20,0,1,0,1,7,2,18,2,1,1,,,,3,,400,0,0,0,0,1,0,0,0
7,48,40,1,0,0,0,2,0,,0,1,0,,,,5,,1600,0,0,1,0,0,0,0,0
2,43,45,0,1,0,0,3,6,17,4,1,0,12,61,18,10,12,2025,0,0,1,0,0,1,0,1
6,47,41,0,1,0,1,2,6,20,6,1,1,5,69,21,6,2,1681,0,0,0,0,1,1,0,1
9,67,21,0,1,0,1,7,2,18,1,1,1,,,,4,,441,0,0,0,0,1,0,0,0
6,40,48,0,1,0,0,12,2,28,2,1,1,,,,6,,2304,0,0,0,0,1,1,0,0
5,47,41,0,0,0,0,7,2,20,2,1,1,1,67,19,7,7,1681,0,0,1,0,0,1,0,1
8,68,20,0,1,0,0,10,1,19,1,1,1,,,,4,,400,0,0,0,0,1,0,0,0
2,46,42,0,1,0,0,2,4,16,3,1,,2,82,36,5,0,1764,0,0,1,0,0,1,0,1
7,68,20,0,1,0,0,10,0,,0,1,1,,,,5,,400,0,0,0,0,1,0,0,0
2,62,26,0,0,0,0,0,3,14,3,1,1,1,75,12,7,0,676,0,0,0,0,1,1,1,1
9,69,19,0,1,0,0,6,3,14,2,1,1,,,,4,,361,0,0,0,0,1,0,0,0
1,47,41,0,0,0,0,0,3,21,3,1,1,,,,4,,1681,0,0,0,0,0,1,1,0
9,61,26,0,1,0,0,7,1,21,1,1,1,,,,6,,676,0,0,1,0,0,0,0,0
3,67,21,0,1,0,1,7,1,18,1,1,1,,,,4,,441,0,0,1,0,0,1,0,0
8,56,32,0,0,0,0,0,1,29,1,1,0,4,76,19,8,0,1024,0,0,1,0,0,0,1,1
7,60,28,1,1,0,0,10,0,,0,1,1,12,79,19,3,10,784,0,0,0,0,1,0,0,1
11,41,46,1,1,0,1,15,2,21,2,1,1,11,62,21,2,18,2116,0,0,0,0,0,0,0,1
7,65,23,1,1,0,0,17,0,,0,1,1,,,,2,,529,0,0,0,1,0,0,0,0
6,47,41,1,1,1,1,15,1,25,1,1,1,1,69,21,1,16,1681,0,0,0,0,0,1,0,1
9,51,36,1,1,1,1,15,4,20,4,1,1,2,72,20,4,16,1296,0,0,0,1,0,0,0,1
3,59,29,1,1,1,1,16,1,27,1,1,1,8,85,26,4,18,841,0,0,0,0,1,1,0,1
11,71,16,1,1,1,1,10,0,,0,1,0,,,,3,,256,0,0,0,0,1,0,0,0
2,59,29,0,1,0,1,0,8,16,7,1,1,3,74,15,6,0,841,0,0,1,0,0,1,1,1
5,56,32,0,1,0,0,9,5,19,5,1,1,5,75,19,3,0,1024,0,0,0,1,0,1,0,1
10,54,33,0,0,0,0,0,3,20,3,1,,9,72,17,8,0,1089,0,0,1,0,0,0,1,1
12,53,34,0,1,0,1,0,5,16,4,1,1,12,75,22,5,0,1156,0,0,0,0,1,0,1,1
3,73,15,0,1,0,1,6,0,,0,0,0,,,,4,,225,0,0,0,0,1,1,0,0
6,49,39,0,1,0,0,7,10,19,9,1,1,2,70,20,5,0,1521,0,0,1,0,0,1,0,1
1,70,18,0,1,0,0,7,1,18,1,1,,5,87,17,5,0,324,0,0,1,0,0,1,0,1
3,50,38,1,1,0,1,12,4,22,3,1,1,2,72,21,4,16,1444,0,0,0,1,0,1,0,1
3,63,25,0,1,0,1,7,2,21,2,1,,,,,,,625,0,0,1,0,0,1,0,0
9,67,20,0,1,0,1,9,0,,0,1,,,,,4,,400,0,0,1,0,0,0,0,0
8,69,19,1,1,0,1,10,0,,0,1,,,,,3,,361,0,0,0,1,0,0,0,0
1,53,35,0,0,0,0,0,7,15,7,1,0,9,66,13,8,3,1225,0,0,0,0,0,1,1,1
12,72,15,0,0,0,0,0,0,,0,1,0,,,,5,,225,0,0,0,0,0,0,1,0
5,70,18,0,0,0,0,0,1,17,1,1,0,,,,2,,324,0,0,0,0,0,1,1,0
3,55,33,0,0,0,0,0,6,15,6,0,0,12,70,15,4,,1089,0,0,0,0,0,1,1,1
7,61,27,0,0,0,0,0,5,16,3,0,0,,,,1,,729,0,0,0,0,0,0,1,0
5,64,24,0,0,0,0,0,3,16,3,0,0,,,,10,,576,0,0,0,0,0,1,1,0
12,57,30,0,0,0,0,2,3,16,3,1,1,,,,6,,900,0,0,1,0,0,0,0,0
9,38,49,0,0,0,0,0,6,30,5,1,0,12,56,18,6,0,2401,0,0,0,0,0,0,1,1
10,46,41,0,1,0,0,10,8,17,6,1,1,1,62,15,8,16,1681,0,0,1,0,0,0,0,1
6,70,18,0,1,0,1,2,0,,0,1,1,,,,2,,324,0,0,1,0,0,1,0,0
11,63,24,0,1,0,1,5,3,15,3,1,0,7,83,19,4,0,576,0,0,0,0,0,0,0,1
10,58,29,0,1,0,1,5,5,18,5,1,0,2,78,19,4,0,841,0,0,1,0,0,0,0,1
8,60,28,0,1,0,0,9,4,17,4,1,1,7,79,18,8,6,784,0,0,0,1,0,0,0,1
9,61,26,0,1,0,0,13,2,23,2,1,1,,,,3,,676,0,0,1,0,0,0,0,0
10,41,46,0,0,0,0,2,5,17,4,1,,12,63,22,10,0,2116,0,0,0,0,0,0,0,1
5,60,28,0,1,0,0,0,6,14,6,1,1,7,72,12,4,0,784,0,0,0,0,0,1,1,1
7,64,24,0,0,0,1,0,4,18,3,1,1,,,,,,576,0,0,0,0,0,0,1,0
6,62,26,0,0,0,0,0,3,19,2,1,1,7,86,24,6,0,676,0,0,1,0,0,1,1,1
3,64,24,0,1,0,0,7,1,21,1,1,1,,,,1,,576,0,0,0,0,0,1,0,0
8,67,21,0,1,0,0,7,1,18,1,1,1,,,,6,,441,0,0,1,0,0,0,0,0
9,61,26,0,0,0,1,7,1,20,1,1,1,,,,4,,676,0,0,0,0,0,0,0,0
10,69,18,0,1,0,1,8,1,16,1,1,1,,,,4,,324,0,0,0,0,0,0,0,0
5,65,23,0,1,0,1,3,1,21,1,1,1,,,,10,,529,0,0,1,0,0,1,0,0
10,55,32,0,1,0,1,10,3,20,2,1,1,9,79,23,4,17,1024,0,0,0,0,0,0,0,1
1,54,34,0,1,0,0,2,5,17,5,1,1,2,86,32,10,0,1156,0,0,0,0,0,1,0,1
10,68,19,0,0,0,0,8,1,17,1,1,1,4,88,19,4,0,361,0,0,0,0,0,0,0,1
5,42,46,0,1,0,0,5,6,18,5,1,0,4,62,19,4,,2116,0,0,0,1,0,1,0,1
2,70,18,0,1,0,0,7,0,,0,1,0,,,,4,,324,0,0,0,1,0,1,0,0
12,40,47,0,1,0,0,1,6,21,6,1,0,1,59,18,10,0,2209,0,0,0,1,0,0,0,1
10,63,24,0,1,0,0,0,2,17,2,1,0,,,,4,,576,0,0,1,0,0,0,1,0
11,65,22,0,1,0,0,0,1,20,1,1,1,,,,4,,484,0,0,1,0,0,0,1,0
1,48,40,0,0,0,0,0,7,19,7,1,1,4,73,25,7,0,1600,0,0,0,0,0,1,1,1
6,70,18,0,1,0,0,7,0,,0,1,0,,,,4,,324,0,0,0,0,0,1,0,0
5,70,18,0,0,0,0,4,0,,0,1,0,,,,3,,324,0,0,0,0,0,1,0,0
8,43,45,0,0,0,0,0,1,20,1,1,0,,,,,,2025,0,0,1,0,0,0,1,0
7,69,19,0,1,0,0,2,0,,0,1,0,,,,3,,361,0,0,0,0,0,0,0,0
10,63,24,0,1,0,1,10,2,20,1,1,1,,,,4,,576,0,0,0,1,0,0,0,0
8,73,15,0,1,0,0,7,0,,0,1,0,,,,2,,225,0,0,0,1,0,0,0,0
3,55,33,0,0,0,0,0,5,20,4,1,0,6,74,19,20,0,1089,0,0,0,0,0,1,1,1
10,65,22,0,0,0,0,0,0,,0,1,0,,,,4,,484,0,0,0,0,0,0,1,0
8,51,37,0,0,0,0,7,4,20,4,1,1,4,70,18,6,0,1369,0,0,1,0,0,0,0,1
3,53,35,0,1,0,0,6,5,16,5,1,0,6,70,17,5,0,1225,0,0,0,0,0,1,0,1
7,43,45,0,1,0,0,1,5,23,5,1,0,7,73,30,5,0,2025,0,0,0,1,0,0,0,1
5,69,19,0,1,0,0,10,1,18,1,1,,,,,5,,361,0,0,0,1,0,1,0,0
9,61,26,0,1,0,0,5,3,19,3,1,1,9,79,18,4,0,676,0,0,0,1,0,0,0,1
6,62,26,0,1,0,0,10,2,20,2,1,1,,,,2,,676,0,0,1,0,0,1,0,0
6,65,23,0,1,0,0,6,2,18,2,1,1,,,,2,,529,0,0,1,0,0,1,0,0
3,46,42,0,1,0,0,3,4,16,4,1,,5,61,15,8,2,1764,0,0,0,1,0,1,0,1
6,56,32,0,1,0,0,0,0,,0,1,0,,,,6,,1024,0,0,0,0,1,1,1,0
6,64,24,0,1,0,1,8,2,18,2,1,1,,,,4,,576,0,0,1,0,0,1,0,0
12,58,29,0,0,0,0,0,3,19,3,1,1,3,77,18,10,0,841,0,0,1,0,0,0,1,1
10,72,15,0,1,0,0,7,0,,0,1,1,,,,4,,225,0,0,0,0,0,0,0,0
9,70,17,0,0,0,0,9,0,,0,1,1,,,,4,,289,0,0,1,0,0,0,0,0
9,66,21,0,1,0,1,5,0,,0,1,0,,,,4,,441,0,0,0,1,0,0,0,0
7,58,30,0,1,0,1,10,2,25,2,1,1,,,,4,,900,0,0,1,0,0,0,0,0
5,71,17,0,1,0,1,6,0,,0,1,0,,,,4,,289,0,0,0,0,1,1,0,0
6,64,24,0,1,0,1,7,2,18,2,1,1,,,,4,,576,0,0,0,0,0,1,0,0
12,53,34,1,1,0,1,9,3,16,3,1,1,8,74,20,3,10,1156,0,0,0,0,1,0,0,1
8,70,18,1,1,0,0,11,0,,0,1,1,,,,4,,324,0,0,0,0,1,0,0,0
10,49,38,0,1,0,0,10,5,23,5,1,1,2,73,23,6,10,1444,0,0,1,0,0,0,0,1
5,67,21,0,0,0,0,10,2,18,2,1,0,,,,2,,441,0,0,0,1,0,1,0,0
